timestamp,value,representation,battery_level,patient,Date,Time
2022-05-25 09:02:01,1,screen_off,0.5899999737739563,U0691849531,2022-05-25,09:02:01
2022-05-25 09:03:54,0,screen_on,0.5799999833106995,U0691849531,2022-05-25,09:03:54
2022-05-25 09:06:52,1,screen_off,0.5699999928474426,U0691849531,2022-05-25,09:06:52
2022-05-25 09:07:02,2,locked,0.5699999928474426,U0691849531,2022-05-25,09:07:02
2022-05-25 09:09:39,3,unlocked,0.5699999928474426,U0691849531,2022-05-25,09:09:39
2022-05-25 09:09:40,0,screen_on,0.5699999928474426,U0691849531,2022-05-25,09:09:40
2022-05-25 09:12:17,1,screen_off,0.5600000023841858,U0691849531,2022-05-25,09:12:17
2022-05-25 09:12:27,2,locked,0.550000011920929,U0691849531,2022-05-25,09:12:27
2022-05-25 09:18:21,3,unlocked,0.550000011920929,U0691849531,2022-05-25,09:18:21
2022-05-25 09:18:22,1,screen_off,0.550000011920929,U0691849531,2022-05-25,09:18:22
2022-05-25 09:18:32,2,locked,0.550000011920929,U0691849531,2022-05-25,09:18:32
2022-05-25 09:46:00,3,unlocked,0.5199999809265137,U0691849531,2022-05-25,09:46:00
2022-05-25 09:46:01,0,screen_on,0.5199999809265137,U0691849531,2022-05-25,09:46:01
2022-05-25 09:51:35,1,screen_off,0.5099999904632568,U0691849531,2022-05-25,09:51:35
2022-05-25 09:51:45,2,locked,0.5099999904632568,U0691849531,2022-05-25,09:51:45
2022-05-25 09:54:25,3,unlocked,0.5,U0691849531,2022-05-25,09:54:25
2022-05-25 09:54:26,0,screen_on,0.5,U0691849531,2022-05-25,09:54:26
2022-05-25 09:54:31,1,screen_off,0.5,U0691849531,2022-05-25,09:54:31
2022-05-25 09:54:41,2,locked,0.5,U0691849531,2022-05-25,09:54:41
2022-05-25 10:50:29,3,unlocked,0.4600000083446502,U0691849531,2022-05-25,10:50:29
2022-05-25 10:50:30,1,screen_off,0.4600000083446502,U0691849531,2022-05-25,10:50:30
2022-05-25 10:50:40,2,locked,0.4600000083446502,U0691849531,2022-05-25,10:50:40
2022-05-25 10:57:37,3,unlocked,0.4600000083446502,U0691849531,2022-05-25,10:57:37
2022-05-25 10:57:38,0,screen_on,0.4600000083446502,U0691849531,2022-05-25,10:57:38
2022-05-25 10:58:34,1,screen_off,0.449999988079071,U0691849531,2022-05-25,10:58:34
2022-05-25 10:58:44,2,locked,0.449999988079071,U0691849531,2022-05-25,10:58:44
2022-05-25 11:38:40,3,unlocked,0.7799999713897705,U0691849531,2022-05-25,11:38:40
2022-05-25 11:38:41,0,screen_on,0.7799999713897705,U0691849531,2022-05-25,11:38:41
2022-05-25 11:50:59,1,screen_off,0.8500000238418579,U0691849531,2022-05-25,11:50:59
2022-05-25 11:51:09,2,locked,0.8500000238418579,U0691849531,2022-05-25,11:51:09
2022-05-25 11:52:34,3,unlocked,0.8600000143051147,U0691849531,2022-05-25,11:52:34
2022-05-25 11:52:35,0,screen_on,0.8600000143051147,U0691849531,2022-05-25,11:52:35
2022-05-25 11:54:48,1,screen_off,0.8700000047683716,U0691849531,2022-05-25,11:54:48
2022-05-25 11:54:58,2,locked,0.8700000047683716,U0691849531,2022-05-25,11:54:58
2022-05-25 13:08:53,3,unlocked,1.0,U0691849531,2022-05-25,13:08:53
2022-05-25 13:08:54,0,screen_on,1.0,U0691849531,2022-05-25,13:08:54
2022-05-25 13:09:24,1,screen_off,1.0,U0691849531,2022-05-25,13:09:24
2022-05-25 13:09:34,2,locked,1.0,U0691849531,2022-05-25,13:09:34
2022-05-25 13:57:23,3,unlocked,1.0,U0691849531,2022-05-25,13:57:23
2022-05-25 13:57:24,0,screen_on,1.0,U0691849531,2022-05-25,13:57:24
2022-05-25 13:58:08,1,screen_off,1.0,U0691849531,2022-05-25,13:58:08
2022-05-25 13:58:19,2,locked,1.0,U0691849531,2022-05-25,13:58:19
2022-05-25 13:58:23,3,unlocked,1.0,U0691849531,2022-05-25,13:58:23
2022-05-25 13:58:24,0,screen_on,1.0,U0691849531,2022-05-25,13:58:24
2022-05-25 13:59:04,1,screen_off,1.0,U0691849531,2022-05-25,13:59:04
2022-05-25 13:59:14,2,locked,1.0,U0691849531,2022-05-25,13:59:14
2022-05-25 14:16:41,3,unlocked,1.0,U0691849531,2022-05-25,14:16:41
2022-05-25 14:16:42,0,screen_on,1.0,U0691849531,2022-05-25,14:16:42
2022-05-25 14:17:34,1,screen_off,1.0,U0691849531,2022-05-25,14:17:34
2022-05-25 14:17:44,2,locked,1.0,U0691849531,2022-05-25,14:17:44
2022-05-25 14:17:50,3,unlocked,1.0,U0691849531,2022-05-25,14:17:50
2022-05-25 14:17:51,0,screen_on,1.0,U0691849531,2022-05-25,14:17:51
2022-05-25 14:18:01,1,screen_off,1.0,U0691849531,2022-05-25,14:18:01
2022-05-25 14:18:03,0,screen_on,1.0,U0691849531,2022-05-25,14:18:03
2022-05-25 14:18:08,1,screen_off,1.0,U0691849531,2022-05-25,14:18:08
2022-05-25 14:18:11,2,locked,1.0,U0691849531,2022-05-25,14:18:11
2022-05-25 14:23:17,3,unlocked,1.0,U0691849531,2022-05-25,14:23:17
2022-05-25 14:23:18,0,screen_on,1.0,U0691849531,2022-05-25,14:23:18
2022-05-25 14:40:36,1,screen_off,0.9399999976158142,U0691849531,2022-05-25,14:40:36
2022-05-25 14:40:46,2,locked,0.9399999976158142,U0691849531,2022-05-25,14:40:46
2022-05-25 14:41:10,3,unlocked,0.9399999976158142,U0691849531,2022-05-25,14:41:10
2022-05-25 14:41:11,0,screen_on,0.9399999976158142,U0691849531,2022-05-25,14:41:11
2022-05-25 14:41:26,1,screen_off,0.9399999976158142,U0691849531,2022-05-25,14:41:26
2022-05-25 14:41:36,2,locked,0.9300000071525574,U0691849531,2022-05-25,14:41:36
2022-05-25 15:18:11,3,unlocked,0.8899999856948853,U0691849531,2022-05-25,15:18:11
2022-05-25 15:18:12,0,screen_on,0.8899999856948853,U0691849531,2022-05-25,15:18:12
2022-05-25 15:18:19,1,screen_off,0.8899999856948853,U0691849531,2022-05-25,15:18:19
2022-05-25 15:18:29,2,locked,0.8899999856948853,U0691849531,2022-05-25,15:18:29
2022-05-25 15:35:31,3,unlocked,0.8700000047683716,U0691849531,2022-05-25,15:35:31
2022-05-25 15:35:32,0,screen_on,0.8700000047683716,U0691849531,2022-05-25,15:35:32
2022-05-25 15:36:48,1,screen_off,0.8700000047683716,U0691849531,2022-05-25,15:36:48
2022-05-25 15:36:58,2,locked,0.8700000047683716,U0691849531,2022-05-25,15:36:58
2022-05-25 15:40:48,3,unlocked,0.8600000143051147,U0691849531,2022-05-25,15:40:48
2022-05-25 15:40:49,0,screen_on,0.8600000143051147,U0691849531,2022-05-25,15:40:49
2022-05-25 15:41:06,1,screen_off,0.8600000143051147,U0691849531,2022-05-25,15:41:06
2022-05-25 15:41:16,2,locked,0.8600000143051147,U0691849531,2022-05-25,15:41:16
2022-05-25 15:43:25,3,unlocked,0.8600000143051147,U0691849531,2022-05-25,15:43:25
2022-05-25 15:43:26,0,screen_on,0.8600000143051147,U0691849531,2022-05-25,15:43:26
2022-05-25 16:32:37,1,screen_off,0.7200000286102295,U0691849531,2022-05-25,16:32:37
2022-05-25 16:32:45,0,screen_on,0.7200000286102295,U0691849531,2022-05-25,16:32:45
2022-05-25 16:44:47,1,screen_off,0.6899999976158142,U0691849531,2022-05-25,16:44:47
2022-05-25 16:44:57,2,locked,0.6899999976158142,U0691849531,2022-05-25,16:44:57
2022-05-25 17:05:24,3,unlocked,0.6600000262260437,U0691849531,2022-05-25,17:05:24
2022-05-25 17:05:25,0,screen_on,0.6600000262260437,U0691849531,2022-05-25,17:05:25
2022-05-25 17:15:36,1,screen_off,0.6200000047683716,U0691849531,2022-05-25,17:15:36
2022-05-25 17:15:46,2,locked,0.6200000047683716,U0691849531,2022-05-25,17:15:46
2022-05-25 17:16:26,3,unlocked,0.6200000047683716,U0691849531,2022-05-25,17:16:26
2022-05-25 17:16:27,0,screen_on,0.6200000047683716,U0691849531,2022-05-25,17:16:27
2022-05-25 17:16:48,1,screen_off,0.6200000047683716,U0691849531,2022-05-25,17:16:48
2022-05-25 17:16:58,2,locked,0.6200000047683716,U0691849531,2022-05-25,17:16:58
2022-05-25 17:18:32,3,unlocked,0.6100000143051147,U0691849531,2022-05-25,17:18:32
2022-05-25 17:18:33,0,screen_on,0.6100000143051147,U0691849531,2022-05-25,17:18:33
2022-05-25 17:19:18,1,screen_off,0.6100000143051147,U0691849531,2022-05-25,17:19:18
2022-05-25 17:19:28,2,locked,0.6100000143051147,U0691849531,2022-05-25,17:19:28
2022-05-25 17:23:15,3,unlocked,0.6100000143051147,U0691849531,2022-05-25,17:23:15
2022-05-25 17:23:16,1,screen_off,0.6000000238418579,U0691849531,2022-05-25,17:23:16
2022-05-25 17:23:25,2,locked,0.6000000238418579,U0691849531,2022-05-25,17:23:25
2022-05-25 17:24:23,3,unlocked,0.6000000238418579,U0691849531,2022-05-25,17:24:23
2022-05-25 17:24:24,0,screen_on,0.6000000238418579,U0691849531,2022-05-25,17:24:24
2022-05-25 17:24:51,1,screen_off,0.6000000238418579,U0691849531,2022-05-25,17:24:51
2022-05-25 17:25:01,2,locked,0.5899999737739563,U0691849531,2022-05-25,17:25:01
2022-05-25 17:49:22,3,unlocked,0.5799999833106995,U0691849531,2022-05-25,17:49:22
2022-05-25 17:49:23,0,screen_on,0.5799999833106995,U0691849531,2022-05-25,17:49:23
2022-05-25 17:52:31,1,screen_off,0.5699999928474426,U0691849531,2022-05-25,17:52:31
2022-05-25 17:52:41,2,locked,0.5699999928474426,U0691849531,2022-05-25,17:52:41
2022-05-25 17:53:39,3,unlocked,0.5699999928474426,U0691849531,2022-05-25,17:53:39
2022-05-25 17:53:40,0,screen_on,0.5699999928474426,U0691849531,2022-05-25,17:53:40
2022-05-25 17:54:14,1,screen_off,0.5699999928474426,U0691849531,2022-05-25,17:54:14
2022-05-25 17:54:24,2,locked,0.5699999928474426,U0691849531,2022-05-25,17:54:24
2022-05-25 17:55:39,3,unlocked,0.5699999928474426,U0691849531,2022-05-25,17:55:39
2022-05-25 17:55:40,0,screen_on,0.5699999928474426,U0691849531,2022-05-25,17:55:40
2022-05-25 17:58:29,1,screen_off,0.5600000023841858,U0691849531,2022-05-25,17:58:29
2022-05-25 17:58:39,2,locked,0.5600000023841858,U0691849531,2022-05-25,17:58:39
2022-05-25 18:02:39,3,unlocked,0.5600000023841858,U0691849531,2022-05-25,18:02:39
2022-05-25 18:02:40,0,screen_on,0.5600000023841858,U0691849531,2022-05-25,18:02:40
2022-05-25 18:05:02,1,screen_off,0.550000011920929,U0691849531,2022-05-25,18:05:02
2022-05-25 18:05:12,2,locked,0.550000011920929,U0691849531,2022-05-25,18:05:12
2022-05-25 18:20:01,3,unlocked,0.5400000214576721,U0691849531,2022-05-25,18:20:01
2022-05-25 18:20:02,0,screen_on,0.5400000214576721,U0691849531,2022-05-25,18:20:02
2022-05-25 18:23:07,1,screen_off,0.5400000214576721,U0691849531,2022-05-25,18:23:07
2022-05-25 18:23:17,2,locked,0.5400000214576721,U0691849531,2022-05-25,18:23:17
2022-05-25 18:23:26,3,unlocked,0.5400000214576721,U0691849531,2022-05-25,18:23:26
2022-05-25 18:23:27,0,screen_on,0.5400000214576721,U0691849531,2022-05-25,18:23:27
2022-05-25 18:29:57,1,screen_off,0.5099999904632568,U0691849531,2022-05-25,18:29:57
2022-05-25 18:30:07,2,locked,0.5099999904632568,U0691849531,2022-05-25,18:30:07
2022-05-25 18:35:39,3,unlocked,0.5,U0691849531,2022-05-25,18:35:39
2022-05-25 18:35:40,1,screen_off,0.5,U0691849531,2022-05-25,18:35:40
2022-05-25 18:35:50,2,locked,0.5,U0691849531,2022-05-25,18:35:50
2022-05-25 18:50:14,3,unlocked,0.4900000095367431,U0691849531,2022-05-25,18:50:14
2022-05-25 18:50:15,0,screen_on,0.4900000095367431,U0691849531,2022-05-25,18:50:15
2022-05-25 18:53:06,1,screen_off,0.4799999892711639,U0691849531,2022-05-25,18:53:06
2022-05-25 18:53:14,2,locked,0.4799999892711639,U0691849531,2022-05-25,18:53:14
2022-05-25 19:04:30,3,unlocked,0.4699999988079071,U0691849531,2022-05-25,19:04:30
2022-05-25 19:04:31,1,screen_off,0.4699999988079071,U0691849531,2022-05-25,19:04:31
2022-05-25 19:04:41,2,locked,0.4699999988079071,U0691849531,2022-05-25,19:04:41
2022-05-25 19:05:36,3,unlocked,0.4699999988079071,U0691849531,2022-05-25,19:05:36
2022-05-25 19:05:37,0,screen_on,0.4699999988079071,U0691849531,2022-05-25,19:05:37
2022-05-25 19:05:59,1,screen_off,0.4699999988079071,U0691849531,2022-05-25,19:05:59
2022-05-25 19:06:09,2,locked,0.4699999988079071,U0691849531,2022-05-25,19:06:09
2022-05-25 19:10:13,3,unlocked,0.4600000083446502,U0691849531,2022-05-25,19:10:13
2022-05-25 19:10:14,0,screen_on,0.4600000083446502,U0691849531,2022-05-25,19:10:14
2022-05-25 19:10:39,1,screen_off,0.4600000083446502,U0691849531,2022-05-25,19:10:39
2022-05-25 19:10:49,2,locked,0.449999988079071,U0691849531,2022-05-25,19:10:49
2022-05-25 19:10:51,3,unlocked,0.449999988079071,U0691849531,2022-05-25,19:10:51
2022-05-25 19:10:52,0,screen_on,0.449999988079071,U0691849531,2022-05-25,19:10:52
2022-05-25 19:11:21,1,screen_off,0.449999988079071,U0691849531,2022-05-25,19:11:21
2022-05-25 19:11:31,2,locked,0.449999988079071,U0691849531,2022-05-25,19:11:31
2022-05-25 19:14:37,3,unlocked,0.449999988079071,U0691849531,2022-05-25,19:14:37
2022-05-25 19:14:38,0,screen_on,0.449999988079071,U0691849531,2022-05-25,19:14:38
2022-05-25 19:15:35,1,screen_off,0.4399999976158142,U0691849531,2022-05-25,19:15:35
2022-05-25 19:15:38,0,screen_on,0.4399999976158142,U0691849531,2022-05-25,19:15:38
2022-05-25 19:15:41,1,screen_off,0.4399999976158142,U0691849531,2022-05-25,19:15:41
2022-05-25 19:15:51,2,locked,0.4399999976158142,U0691849531,2022-05-25,19:15:51
2022-05-25 19:18:31,3,unlocked,0.4399999976158142,U0691849531,2022-05-25,19:18:31
2022-05-25 19:18:32,0,screen_on,0.4399999976158142,U0691849531,2022-05-25,19:18:32
2022-05-25 19:18:42,1,screen_off,0.4399999976158142,U0691849531,2022-05-25,19:18:42
2022-05-25 19:18:52,2,locked,0.4399999976158142,U0691849531,2022-05-25,19:18:52
2022-05-25 19:20:36,3,unlocked,0.4399999976158142,U0691849531,2022-05-25,19:20:36
2022-05-25 19:20:37,0,screen_on,0.4399999976158142,U0691849531,2022-05-25,19:20:37
2022-05-25 19:20:42,1,screen_off,0.4399999976158142,U0691849531,2022-05-25,19:20:42
2022-05-25 19:20:52,2,locked,0.4399999976158142,U0691849531,2022-05-25,19:20:52
2022-05-25 19:55:51,3,unlocked,0.4000000059604645,U0691849531,2022-05-25,19:55:51
2022-05-25 19:55:52,0,screen_on,0.4000000059604645,U0691849531,2022-05-25,19:55:52
2022-05-25 19:57:56,1,screen_off,0.3899999856948852,U0691849531,2022-05-25,19:57:56
2022-05-25 19:58:06,2,locked,0.3899999856948852,U0691849531,2022-05-25,19:58:06
2022-05-25 20:01:11,3,unlocked,0.3899999856948852,U0691849531,2022-05-25,20:01:11
2022-05-25 20:01:12,0,screen_on,0.3899999856948852,U0691849531,2022-05-25,20:01:12
2022-05-25 20:02:02,1,screen_off,0.3799999952316284,U0691849531,2022-05-25,20:02:02
2022-05-25 20:02:12,2,locked,0.3799999952316284,U0691849531,2022-05-25,20:02:12
2022-05-25 20:18:37,3,unlocked,0.3700000047683716,U0691849531,2022-05-25,20:18:37
2022-05-25 20:18:38,1,screen_off,0.3700000047683716,U0691849531,2022-05-25,20:18:38
2022-05-25 20:18:40,0,screen_on,0.3700000047683716,U0691849531,2022-05-25,20:18:40
2022-05-25 20:19:34,1,screen_off,0.3700000047683716,U0691849531,2022-05-25,20:19:34
2022-05-25 20:19:44,2,locked,0.3700000047683716,U0691849531,2022-05-25,20:19:44
2022-05-25 21:06:42,3,unlocked,0.3400000035762787,U0691849531,2022-05-25,21:06:42
2022-05-25 21:06:43,1,screen_off,0.3400000035762787,U0691849531,2022-05-25,21:06:43
2022-05-25 21:08:17,2,locked,0.3300000131130218,U0691849531,2022-05-25,21:08:17
2022-05-25 22:09:31,3,unlocked,0.2899999916553497,U0691849531,2022-05-25,22:09:31
2022-05-25 22:09:32,0,screen_on,0.2899999916553497,U0691849531,2022-05-25,22:09:32
2022-05-25 22:09:55,1,screen_off,0.2899999916553497,U0691849531,2022-05-25,22:09:55
2022-05-25 22:10:05,2,locked,0.2800000011920929,U0691849531,2022-05-25,22:10:05
2022-05-25 22:11:05,3,unlocked,0.2800000011920929,U0691849531,2022-05-25,22:11:05
2022-05-25 22:11:06,0,screen_on,0.2800000011920929,U0691849531,2022-05-25,22:11:06
2022-05-25 22:11:35,1,screen_off,0.2800000011920929,U0691849531,2022-05-25,22:11:35
2022-05-25 22:11:45,2,locked,0.2800000011920929,U0691849531,2022-05-25,22:11:45
2022-05-25 22:12:37,3,unlocked,0.2800000011920929,U0691849531,2022-05-25,22:12:37
2022-05-25 22:12:38,0,screen_on,0.2800000011920929,U0691849531,2022-05-25,22:12:38
2022-05-25 22:12:39,1,screen_off,0.2800000011920929,U0691849531,2022-05-25,22:12:39
2022-05-25 22:12:49,2,locked,0.2800000011920929,U0691849531,2022-05-25,22:12:49
2022-05-25 22:13:07,3,unlocked,0.2800000011920929,U0691849531,2022-05-25,22:13:07
2022-05-25 22:13:08,0,screen_on,0.2800000011920929,U0691849531,2022-05-25,22:13:08
2022-05-25 22:14:07,1,screen_off,0.270000010728836,U0691849531,2022-05-25,22:14:07
2022-05-25 22:14:17,2,locked,0.270000010728836,U0691849531,2022-05-25,22:14:17
2022-05-25 22:14:50,3,unlocked,0.270000010728836,U0691849531,2022-05-25,22:14:50
2022-05-25 22:14:51,0,screen_on,0.270000010728836,U0691849531,2022-05-25,22:14:51
2022-05-25 22:15:08,1,screen_off,0.270000010728836,U0691849531,2022-05-25,22:15:08
2022-05-25 22:15:18,2,locked,0.270000010728836,U0691849531,2022-05-25,22:15:18
2022-05-25 22:20:38,3,unlocked,0.270000010728836,U0691849531,2022-05-25,22:20:38
2022-05-25 22:20:39,0,screen_on,0.270000010728836,U0691849531,2022-05-25,22:20:39
2022-05-25 22:20:50,1,screen_off,0.270000010728836,U0691849531,2022-05-25,22:20:50
2022-05-25 22:21:00,2,locked,0.2599999904632568,U0691849531,2022-05-25,22:21:00
2022-05-25 22:24:18,3,unlocked,0.2599999904632568,U0691849531,2022-05-25,22:24:18
2022-05-25 22:24:19,0,screen_on,0.2599999904632568,U0691849531,2022-05-25,22:24:19
2022-05-25 22:27:14,1,screen_off,0.2399999946355819,U0691849531,2022-05-25,22:27:14
2022-05-25 22:27:19,0,screen_on,0.2399999946355819,U0691849531,2022-05-25,22:27:19
2022-05-25 22:27:22,1,screen_off,0.2399999946355819,U0691849531,2022-05-25,22:27:22
2022-05-25 22:27:24,2,locked,0.2399999946355819,U0691849531,2022-05-25,22:27:24
2022-05-25 22:29:33,3,unlocked,0.2399999946355819,U0691849531,2022-05-25,22:29:33
2022-05-25 22:29:34,1,screen_off,0.2399999946355819,U0691849531,2022-05-25,22:29:34
2022-05-25 22:30:06,0,screen_on,0.2300000041723251,U0691849531,2022-05-25,22:30:06
2022-05-25 22:32:02,1,screen_off,0.2300000041723251,U0691849531,2022-05-25,22:32:02
2022-05-25 22:32:36,2,locked,0.2300000041723251,U0691849531,2022-05-25,22:32:36
2022-05-25 22:34:13,3,unlocked,0.2199999988079071,U0691849531,2022-05-25,22:34:13
2022-05-25 22:34:14,0,screen_on,0.2199999988079071,U0691849531,2022-05-25,22:34:14
2022-05-25 22:34:58,1,screen_off,0.2199999988079071,U0691849531,2022-05-25,22:34:58
2022-05-25 22:35:08,2,locked,0.2199999988079071,U0691849531,2022-05-25,22:35:08
2022-05-25 22:40:16,3,unlocked,0.2199999988079071,U0691849531,2022-05-25,22:40:16
2022-05-25 22:40:17,1,screen_off,0.2199999988079071,U0691849531,2022-05-25,22:40:17
2022-05-25 22:40:45,2,locked,0.209999993443489,U0691849531,2022-05-25,22:40:45
2022-05-25 22:40:53,3,unlocked,0.209999993443489,U0691849531,2022-05-25,22:40:53
2022-05-25 22:40:54,1,screen_off,0.209999993443489,U0691849531,2022-05-25,22:40:54
2022-05-25 22:41:11,2,locked,0.209999993443489,U0691849531,2022-05-25,22:41:11
2022-05-25 22:43:21,3,unlocked,0.2000000029802322,U0691849531,2022-05-25,22:43:21
2022-05-25 22:43:22,0,screen_on,0.2000000029802322,U0691849531,2022-05-25,22:43:22
2022-05-25 22:43:36,1,screen_off,0.2000000029802322,U0691849531,2022-05-25,22:43:36
2022-05-25 22:43:46,2,locked,0.2000000029802322,U0691849531,2022-05-25,22:43:46
2022-05-25 22:47:06,3,unlocked,0.2000000029802322,U0691849531,2022-05-25,22:47:06
2022-05-25 22:47:07,0,screen_on,0.2000000029802322,U0691849531,2022-05-25,22:47:07
2022-05-25 22:48:27,1,screen_off,0.1899999976158142,U0691849531,2022-05-25,22:48:27
2022-05-25 22:48:37,2,locked,0.1899999976158142,U0691849531,2022-05-25,22:48:37
2022-05-25 22:57:24,3,unlocked,0.1700000017881393,U0691849531,2022-05-25,22:57:24
2022-05-25 22:57:25,1,screen_off,0.1700000017881393,U0691849531,2022-05-25,22:57:25
2022-05-25 22:58:06,2,locked,0.1599999964237213,U0691849531,2022-05-25,22:58:06
2022-05-25 23:00:19,3,unlocked,0.2000000029802322,U0691849531,2022-05-25,23:00:19
2022-05-25 23:00:20,1,screen_off,0.2000000029802322,U0691849531,2022-05-25,23:00:20
2022-05-25 23:01:01,2,locked,0.209999993443489,U0691849531,2022-05-25,23:01:01
2022-05-25 23:05:20,3,unlocked,0.270000010728836,U0691849531,2022-05-25,23:05:20
2022-05-25 23:05:21,0,screen_on,0.270000010728836,U0691849531,2022-05-25,23:05:21
2022-05-25 23:06:30,1,screen_off,0.2800000011920929,U0691849531,2022-05-25,23:06:30
2022-05-25 23:06:58,0,screen_on,0.2899999916553497,U0691849531,2022-05-25,23:06:58
2022-05-25 23:08:13,1,screen_off,0.3000000119209289,U0691849531,2022-05-25,23:08:13
2022-05-25 23:08:50,0,screen_on,0.3100000023841858,U0691849531,2022-05-25,23:08:50
2022-05-25 23:15:33,1,screen_off,0.3899999856948852,U0691849531,2022-05-25,23:15:33
2022-05-25 23:15:43,2,locked,0.4000000059604645,U0691849531,2022-05-25,23:15:43
2022-05-25 23:16:58,3,unlocked,0.4099999964237213,U0691849531,2022-05-25,23:16:58
2022-05-25 23:16:59,1,screen_off,0.4099999964237213,U0691849531,2022-05-25,23:16:59
2022-05-25 23:17:05,0,screen_on,0.4099999964237213,U0691849531,2022-05-25,23:17:05
2022-05-25 23:17:50,1,screen_off,0.4199999868869781,U0691849531,2022-05-25,23:17:50
2022-05-25 23:18:00,2,locked,0.4199999868869781,U0691849531,2022-05-25,23:18:00
2022-05-25 23:25:47,3,unlocked,0.5099999904632568,U0691849531,2022-05-25,23:25:47
2022-05-25 23:25:48,1,screen_off,0.5099999904632568,U0691849531,2022-05-25,23:25:48
2022-05-25 23:25:58,2,locked,0.5099999904632568,U0691849531,2022-05-25,23:25:58
2022-05-25 23:40:35,3,unlocked,0.5099999904632568,U0691849531,2022-05-25,23:40:35
2022-05-25 23:40:36,0,screen_on,0.5099999904632568,U0691849531,2022-05-25,23:40:36
2022-05-25 23:41:35,1,screen_off,0.5099999904632568,U0691849531,2022-05-25,23:41:35
2022-05-25 23:41:45,2,locked,0.5099999904632568,U0691849531,2022-05-25,23:41:45
2022-05-25 23:42:56,3,unlocked,0.5,U0691849531,2022-05-25,23:42:56
2022-05-25 23:42:57,0,screen_on,0.5,U0691849531,2022-05-25,23:42:57
2022-05-25 23:46:00,1,screen_off,0.5,U0691849531,2022-05-25,23:46:00
2022-05-25 23:46:10,2,locked,0.5,U0691849531,2022-05-25,23:46:10
2022-05-25 23:46:53,3,unlocked,0.5,U0691849531,2022-05-25,23:46:53
2022-05-25 23:46:54,0,screen_on,0.5,U0691849531,2022-05-25,23:46:54
2022-05-25 23:49:41,1,screen_off,0.4799999892711639,U0691849531,2022-05-25,23:49:41
2022-05-25 23:49:51,2,locked,0.4799999892711639,U0691849531,2022-05-25,23:49:51
2022-05-25 23:50:34,3,unlocked,0.4799999892711639,U0691849531,2022-05-25,23:50:34
2022-05-25 23:50:35,0,screen_on,0.4799999892711639,U0691849531,2022-05-25,23:50:35
2022-05-25 23:53:32,1,screen_off,0.4699999988079071,U0691849531,2022-05-25,23:53:32
2022-05-25 23:53:42,2,locked,0.4600000083446502,U0691849531,2022-05-25,23:53:42
2022-05-26 00:11:18,3,unlocked,0.449999988079071,U0691849531,2022-05-26,00:11:18
2022-05-26 00:11:19,0,screen_on,0.449999988079071,U0691849531,2022-05-26,00:11:19
2022-05-26 00:11:59,1,screen_off,0.4399999976158142,U0691849531,2022-05-26,00:11:59
2022-05-26 00:12:09,2,locked,0.4399999976158142,U0691849531,2022-05-26,00:12:09
2022-05-26 00:16:30,3,unlocked,0.4399999976158142,U0691849531,2022-05-26,00:16:30
2022-05-26 00:16:31,0,screen_on,0.4399999976158142,U0691849531,2022-05-26,00:16:31
2022-05-26 00:16:34,1,screen_off,0.4399999976158142,U0691849531,2022-05-26,00:16:34
2022-05-26 00:16:38,0,screen_on,0.4399999976158142,U0691849531,2022-05-26,00:16:38
2022-05-26 00:17:05,1,screen_off,0.4300000071525574,U0691849531,2022-05-26,00:17:05
